Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
clubmontreal.ca,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mbd.scout.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
entertainment.ca.msn.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
informit.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,0
dia.ie,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
canadianmusiconly.blogspot.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
verfrisser.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
barnesandnoble.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
alaskadispatch.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
mp3boo.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
ridgedalesurgerycenter.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
greensburgks.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
baseballlibrary.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
cisco.com,0,0,1,9,0,0,0,0,1,1,1,1,1,1,1,0
supload.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
nhl.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mp3lyrics.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
calameo.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
otmaine.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
rubberstation.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
yellowpages.ca,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
facebook.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
wiki.answers.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
menswallet.co.uk,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
erp.technologyevaluation.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
developer.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
portlandtimbers.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
ined.fr,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,0
reviewcars.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
teachermlopez.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
getthebigpicture.net,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
pintprice.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
tv.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
abc.go.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
yasni.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
rmucolonials.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
thenewsstar.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
hockeysfuture.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
celebrities-on-net.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,0
torrentshack.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
metrolyrics.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
artnet.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
zimbio.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
kusports.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
princeshuttle.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
acapella.harmony-central.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
baseball-reference.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
baseball.wikia.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,0
parker.ousd.k12.ca.us,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
baseball-almanac.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
hinghamweather.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
fulco.lib.in.us,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
geocaching.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
tools.ietf.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
radio-locator.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mccord-museum.qc.ca,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
lead411.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
mtv.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
cedarssurgerywsm.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
thedears.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
answers.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
tools.ietf.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
csmonitor.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
dailymemories.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
philippedupuis.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
its.strath.ac.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
answers.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mylife.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
english.turkcebilgi.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
ca.linkedin.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
berlinnh.gov,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
mylife.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
whosdatedwho.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
za.linkedin.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
huffingtonpost.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,0
andrecondouant.de,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
freebase.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
legacy.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
websters-online-dictionary.org,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
cgsd.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
huffingtonpost.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
facebook.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
sparcousa.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
lee-smith-fitness.co.uk,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
aloha.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
new.music.yahoo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
flixster.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
ca.news.yahoo.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
192.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
npr.org,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
answers.yahoo.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
jacksoncountylandtrust.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
articles.nydailynews.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
cugoldenbears.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
orlando-sa.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
amazon.co.uk,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
savevid.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
imdb.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
ebay.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
avondfs.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
profilecanada.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0
mp3.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
amazon.co.uk,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
workforce.ky.gov,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
english.turkcebilgi.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
isthisyour.name,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
cbssports.com,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,0
ehow.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
rosiehardman.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
footballpools.superbrawl.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
1-private-detective.tripod.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
sotramont.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
hockeydb.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
whosdatedwho.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
parlweb.parl.clemson.edu,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
archive.org,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
pisd.edu,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
onlineworldofwrestling.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
hum.wa.gov,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
ncgenweb.us,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
iagenweb.org,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
answers.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
vyaskn.tripod.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
123people.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
facebook.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
steve-parker.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
actressarchives.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
nfb.ca,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
video.barnesandnoble.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
nuevagenesis.blogspot.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
crashonline.org.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
midtexmapping.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
ifremer.fr,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
richardlalancette.wordpress.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
spanishdict.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
cbssports.com,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,0
profilecanada.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0
highbeam.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
territorioscuola.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,0
solair.eunet.rs,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
childhoodmemorykeeper.blogspot.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
icehogs.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
web.me.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
youall.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
gotickets.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
mademan.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
cpfc.org,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
ehow.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
userfriendly.org,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
vimeo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
facebook.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
wordiq.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
limaohio.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
canadatrails.ca,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
recollect.fm,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
azworldairports.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mls-rumors.net,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
cadcam.solutionsaustralia.com.au,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
hoganlovells.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
kinyon.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
daylife.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
familyby.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
mountroyalvirginiapark.epsb.ca,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
owners.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
graphicsmagick.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
music.yahoo.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
seo-smo.net,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
sports.espn.go.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
bookreview.mostlyfiction.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
sportsbiz.bz,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
vcpc.univie.ac.at,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
fgagnon.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
carrollspaper.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
nongnu.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
allhighschools.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
birminghammichiganbank.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
catholiccentral.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
accesshollywood.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
genforum.genealogy.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
usgennet.org,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,0
navsource.org,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
honeynet.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
ulike.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
nytimes.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
windowsteamblog.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
census-online.us,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
hitsongdownload.blogspot.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
news.cnet.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
cdbaby.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
michigansuperads.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
najdiprevoz.si,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
streetinsider.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
midwesttrailriders.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
gw5.geneanet.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
chemicalfabricsandfilm.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
openjurist.org,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
senatorshockeydeals.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
visibone.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
adrianafans.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
planetmvs.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
ontheradio.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
weddingphotojournalistblog.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
espn.go.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
cases.laws.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
amazon.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
gamespot.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,0
stores.ebay.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
singapore.usembassy.gov,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
beaumontairportcarrental.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
tripadvisor.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
alexalena.livejournal.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
lonelyplanet.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,0
pmsa.cch.kcl.ac.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
amazon.ca,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
nola.com,0,0,1,6,0,0,1,0,1,1,1,1,1,1,1,0
lemmecheck.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
sec.gov,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
thedailynews.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
movie-rapid.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0
commonsensemedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
wunderground.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
usidentify.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
homepage1.nifty.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
telefilm.gc.ca,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
twitter.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
fool.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
nectar-fine-teas.foodpages.ca,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
cduniverse.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
familytree.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
piano-sheets.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
absoluteastronomy.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
airlineroute.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
singerbrintvision.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
lookbackandlaugh.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
fordofwestmemphis.blogspot.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
facebook.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
guinnessmuseumhollywood.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
bellcountyexpo.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
nosorigines.qc.ca,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
uta.edu,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
genforum.genealogy.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
uk.answers.yahoo.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
onemodelplace.tv,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
mylife.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
economist.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,0
billybear4kids.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
ctidirectory.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
raptorsrepublic.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
home.comcast.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
metacafe.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
filespart.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,0
jitterygt.wordpress.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
occupyoakland.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
bookrags.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
code.google.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
pittsburgh.cbslocal.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
jfl.ca,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
nkc.kiwanisone.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
affordablesingingvoicelessons.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
bbc.co.uk,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
answers.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
clabs.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
en.scientificcommons.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
nndb.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0
moviesplanet.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
chooseindia.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0
freepages.genealogy.rootsweb.ancestry.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
cu-portland.edu,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
burnallgifs.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
linkedin.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
fans.sharks.nhl.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
freecenter.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
chadbordelon.web.officelive.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
carellabyrne.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
vintagekansascity.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
osnews.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0
glamsham.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
arcadja.com,0,0,1,6,0,0,1,0,1,1,1,1,1,1,1,0
akzente-sprachen.de,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
biography.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
mmaresultsonline.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
dipity.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
hammerdownman.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
news.bbc.co.uk,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,0
sports.espn.go.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,0
mbvmusic.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,0
ca.ratemyteachers.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
espn.go.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,0
thehiphopupdate.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
campfireusaoc.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
sumrallworks.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
billcappello.blogspot.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0
scribd.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0
archive.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
wweespanol.forumcommunity.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
nosorigines.org,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0
thecanadianencyclopedia.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0
learnitalianpod.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
enotes.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
cfl-scrapbook.no-ip.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
zoominfo.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0
dinf.vub.ac.be,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
scassessors.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
